gene,spearman_rho_RAIR_like,p_value,p_adj
DPP4,0.662075632815253,5.25673306305065e-65,3.58457843780158e-63
LIMK1,0.661906252737075,5.81337558796152e-65,3.9539897652889e-63
MPZL3,0.661880163171596,5.90417014805101e-65,4.00547358944248e-63
TBC1D9,0.661827424978523,6.09202935488426e-65,4.12237680274643e-63
NRP2,0.661788476984344,6.23456756094098e-65,4.20809514304123e-63
CCT8,0.661628398864731,6.85603877477155e-65,4.61581940455813e-63
ANXA2,0.661610229345916,6.93035724329293e-65,4.65404193001489e-63
SRC,0.661514878075887,7.33369174067915e-65,4.91246230083978e-63
NAMPT,0.661434621479289,7.69119076391985e-65,5.1389553199934e-63
SUFU,0.661270785463639,8.47561953408725e-65,5.64885135078388e-63
MFGE8,0.661215438314018,8.75818246488637e-65,5.82254506425003e-63
MCMBP,0.661124590719942,9.24241175582991e-65,6.12910535587861e-63
DIAPH1,0.661089183452507,9.43825971779981e-65,6.24337349811366e-63
PPM1AP1,0.660929926228287,1.03713890499799e-64,6.83040723522231e-63
PICALM,0.660928980963212,1.03771926253283e-64,6.83040723522231e-63
NAP1L1,0.660839096331993,1.09440493885419e-64,7.18568945743722e-63
CD47,0.660664575774348,1.21339664884922e-64,7.94729864379616e-63
CCND1,0.660560031158395,1.29074413142432e-64,8.43307360348802e-63
ELFN2,0.660546194487854,1.30134163726277e-64,8.48142217936908e-63
MCTP2,0.660433558738643,1.39088794247143e-64,9.04281704950913e-63
MCM4,0.66001680913433,1.77875356941753e-64,1.15362389198947e-62
RNF125,0.659677628439591,2.1723530311923e-64,1.40545942696114e-62
NIBAN2,0.659668047550097,2.18464577400203e-64,1.40997357180482e-62
CANT1,0.659049631671242,3.14319000353351e-64,2.02369558334296e-62
MEX3A,0.658978879075304,3.27659117009208e-64,2.10447596556568e-62
ZYX,0.658872315803009,3.48819919233817e-64,2.23497516367059e-62
EFL1,0.658715607400389,3.82427999447866e-64,2.44440605141062e-62
CDK19,0.658540139728259,4.23888640249099e-64,2.70290145943452e-62
SP100,0.658430998187497,4.51899118648356e-64,2.87459856625091e-62
MGAT3,0.658410716848082,4.57303228293287e-64,2.90201565399706e-62
CTTNBP2NL,0.65814963483926,5.32879407607963e-64,3.37354634038397e-62
CTNNA1,0.657898988656629,6.17072356287355e-64,3.89725269592342e-62
JAK1,0.657497178075661,7.80436490003294e-64,4.9173060175362e-62
CD58,0.657099902536837,9.84087811956791e-64,6.18576144548954e-62
ZWILCH,0.65702424279695,1.02847510831242e-63,6.44948716858041e-62
CYP1B1,0.656650696125513,1.27852415276197e-63,7.99861596135943e-62
EHBP1,0.656305490556171,1.56290806011418e-63,9.75475275355029e-62
AC142381.3,0.656274728054083,1.59111196790173e-63,9.90747325365286e-62
UBE2D1,0.656057810750019,1.80486589974561e-63,1.12121482099888e-61
EPHB3,0.656009172345806,1.85658044731495e-63,1.15064609685692e-61
PKM,0.655971342475862,1.89781827562736e-63,1.17346218133546e-61
SHROOM3,0.655825240909184,2.0658040965178e-63,1.27436091777282e-61
MRC2,0.655810053054995,2.08409280707099e-63,1.2826599953681e-61
AC114341.2,0.65554853659942,2.42546191184542e-63,1.48930098781509e-61
TMPO,0.655373052833233,2.6851154957788e-63,1.64492779771428e-61
TIAM1,0.655300654289031,2.80012082487783e-63,1.71142868665229e-61
MST1R,0.65522971525172,2.91755144432896e-63,1.77910274970736e-61
ACTL6A,0.655168995160385,3.0219431939274e-63,1.83853360463574e-61
STK38,0.654942512338619,3.44511067316295e-63,2.09119006215836e-61
PLXNB2,0.654903627008664,3.52346876777641e-63,2.13387060579993e-61
RABIF,0.654826817809735,3.68348727995032e-63,2.22395231988402e-61
DTX4,0.654824240187994,3.68898070100644e-63,2.22395231988402e-61
BIRC2,0.654776347199937,3.79254342132461e-63,2.2812019681192e-61
TCP11L1,0.654688636286501,3.98975184906085e-63,2.39439270471014e-61
PTPN12,0.654682626368599,4.00363149599384e-63,2.39729862444092e-61
SSH1,0.65457210317305,4.26760463409894e-63,2.54960541720965e-61
SNX7,0.65437056127973,4.7942501403632e-63,2.85780402748931e-61
LDLR,0.654362268524989,4.81725086463384e-63,2.86507615325734e-61
KLHL2,0.654341396872606,4.87562662163488e-63,2.89330809318762e-61
TSC22D1,0.65433636531355,4.88980414932098e-63,2.89524430501983e-61
STRA6,0.654186318962323,5.33194258596584e-63,3.15000242840378e-61
SKIL,0.654121560932217,5.53482527350649e-63,3.26259500455629e-61
TANC1,0.654036552135178,5.81283572489904e-63,3.41887539775326e-61
LINC02408,0.653852291026865,6.4639642690534e-63,3.79343177435642e-61
PARVA,0.653772178460082,6.76919236016413e-63,3.96378800321664e-61
PIK3CA,0.653726816479633,6.94832584791884e-63,4.05972007581267e-61
SDK1,0.653576102646975,7.57798938222284e-63,4.41788453522732e-61
TLCD2,0.653501980326184,7.90814055726784e-63,4.60024860574751e-61
IRAK2,0.653301789494985,8.87295982884861e-63,5.15019983413651e-61
PCDHAC1,0.653249637983909,9.14294694598978e-63,5.29532337749617e-61
TICAM1,0.653140438267429,9.73498979347689e-63,5.62593331724985e-61
FBXO45,0.653116475612615,9.86991797778467e-63,5.69150965823296e-61
CORO1C,0.652544012165192,1.37077584827248e-62,7.88746207186027e-61
PHF13,0.652523388655404,1.38707474778488e-62,7.9639707272168e-61
ACTN4,0.652305385818085,1.5715878562392e-62,9.0038746165445e-61
MED15,0.652131392924962,1.73618382918052e-62,9.92543367518154e-61
WDR44,0.65188403933561,2.00005607766823e-62,1.14093521540274e-60
ARL14EPL,0.65187345383321,2.0121969721644e-62,1.14539778720242e-60
DERL1,0.651846582173745,2.04334685828437e-62,1.16063851740581e-60
CAND1,0.651796607885865,2.10255678397801e-62,1.19171840281625e-60
GNB1,0.651729365483132,2.18492389050384e-62,1.23576313687644e-60
SCD,0.651385712393556,2.6586408689609e-62,1.50049165297993e-60
TEX26-AS1,0.651040065022064,3.23791832743416e-62,1.82354610517024e-60
CNIH4,0.65089344301418,3.52002587120889e-62,1.97822470889167e-60
LPIN2,0.650870459716779,3.56640771280573e-62,2.00005350929989e-60
RASD2,0.65075231125597,3.81459406501567e-62,2.13472409638409e-60
DRAXIN,0.65030046330414,4.93249987646005e-62,2.75451561522061e-60
IFIT5,0.650214679853078,5.1788868219574e-62,2.88603260166475e-60
GSN,0.650039413879276,5.72092987614619e-62,3.181412702194e-60
C17orf107,0.649894227771888,6.21234871765707e-62,3.44746364193664e-60
STAC,0.64979250991386,6.58139830156442e-62,3.64463823272021e-60
PKP4,0.649679191521637,7.01822782124992e-62,3.87844814971824e-60
TRIM35,0.649521737488696,7.67338785066913e-62,4.23168994026714e-60
DOCK7,0.649220648627728,9.09998450208859e-62,5.00801221789215e-60
GLS,0.648850195578564,1.12211964664769e-61,6.16259746314214e-60
AL451042.2,0.648765419603267,1.17718786552264e-61,6.45167052083749e-60
GRHL3,0.648644833427442,1.26017208729547e-61,6.892231914969e-60
TMCC3,0.64862386859804,1.27518120537683e-61,6.95997050490243e-60
ASAP2,0.648275479721885,1.55225082130478e-61,8.45482654741904e-60
RYR1,0.648091656559095,1.7217566670859e-61,9.35274426403185e-60
STS,0.648089187368019,1.72415439384437e-61,9.35274426403185e-60
JPH1,0.648012549267642,1.80024637253501e-61,9.74557862813547e-60
AL928654.4,0.647981224082524,1.83230033389205e-61,9.898899930106e-60
CLRN3,0.647929401628252,1.8865777630987e-61,1.01693469913498e-59
CCDC148,0.647926157765898,1.89002792231602e-61,1.01693469913498e-59
AGRN,0.647921686578596,1.89479373477586e-61,1.01743519450738e-59
CTBS,0.647868404415016,1.95251394376142e-61,1.0463108054993e-59
GJB3,0.647616453748243,2.25000255405907e-61,1.20329773687441e-59
TEAD3,0.647006284021406,3.17027062056518e-61,1.69204423503243e-59
NCOA7,0.646883601403618,3.39622226407755e-61,1.80899983487793e-59
OSMR,0.646644788702473,3.88292662954918e-61,2.06409843237318e-59
MACF1,0.645927977890957,5.79997871638599e-61,3.07700470861709e-59
C1orf116,0.645754948165624,6.38884418206387e-61,3.3826443268149e-59
STK24,0.645672020618211,6.69175317987656e-61,3.53596503684075e-59
KLF12,0.645511631415742,7.3186574992732e-61,3.8595369547857e-59
PTPN14,0.645068419885467,9.37088953948539e-61,4.9319884111982e-59
AMMECR1,0.644948376319349,1.00190299608545e-60,5.26266908399262e-59
ABL2,0.644926666073284,1.01409147646951e-60,5.3161641313894e-59
FGD5-AS1,0.644853740032388,1.05612171504073e-60,5.52557881916578e-59
CAVIN1,0.644652011785029,1.18161495918292e-60,6.16998393844218e-59
PRNP,0.644591446722312,1.22210538940186e-60,6.3688737837473e-59
FEZ2,0.644488516141452,1.29410451503917e-60,6.73086595410375e-59
INHBB,0.644364094794573,1.38678106660565e-60,7.19877780289266e-59
BCL9,0.644329820660556,1.41344891096665e-60,7.32288004146509e-59
DSC3,0.64424937849475,1.47805644048953e-60,7.64267546596984e-59
AC011944.1,0.644238887003951,1.48669613201708e-60,7.67239330698152e-59
PLEC,0.644046361157855,1.65445007451685e-60,8.52154226730756e-59
KIAA1217,0.644013842378027,1.68458496517962e-60,8.65994201285943e-59
HGS,0.643875101795894,1.81940004627001e-60,9.33489470548516e-59
SNX33,0.643625294206439,2.08970976148214e-60,1.07010890218292e-58
RTN4,0.643347906219193,2.43679947184413e-60,1.24544398439571e-58
CDK2,0.643336522006387,2.4522069637128e-60,1.25090849845088e-58
SH2D4A,0.643270770631507,2.54310760565237e-60,1.29478833680489e-58
CKAP5,0.643197704863654,2.64805065743696e-60,1.34563585707228e-58
STAT3,0.643161645357082,2.70141633600456e-60,1.37012944032231e-58
CLDN16,0.643033806486239,2.89936089782164e-60,1.46771845754994e-58
FOSL2,0.64290922881108,3.10610046269979e-60,1.56937944521095e-58
GGA3,0.642776824266277,3.34189530479788e-60,1.68530636606594e-58
MYD88,0.642761045734101,3.37115460968217e-60,1.69427608997187e-58
TNFSF15,0.642760346906438,3.37245636547216e-60,1.69427608997187e-58
TMEM98,0.642564380661669,3.75791466838714e-60,1.88435622861318e-58
UBE2H,0.642414272483149,4.08249489739752e-60,2.04325018204465e-58
AC078785.1,0.642341742336747,4.24915770571254e-60,2.12265832959945e-58
ARHGAP44,0.64147054398306,6.86535438760069e-60,3.42312764070481e-58
REXO2,0.641401080513356,7.13258728037476e-60,3.54970000373773e-58
AC119427.1,0.641393781057941,7.1612619903222e-60,3.55729654597915e-58
RCC1,0.640858091419191,9.61027815136453e-60,4.76490164940365e-58
CCSAP,0.640806827322963,9.88433843158407e-60,4.89164106783953e-58
BICD1,0.640762879429072,1.01254563416016e-59,5.00163603197995e-58
SYT12,0.640667587364485,1.06685226842647e-59,5.2600972625057e-58
BCL2L1,0.640623037459025,1.09322400092264e-59,5.38012242086713e-58
EREG,0.640578223035003,1.12040548201012e-59,5.5036807066297e-58
ELF3,0.639905574408372,1.61903332754605e-59,7.93835084038568e-58
LAMC1,0.639649337604568,1.8623237905213e-59,9.11439130394245e-58
FANCD2,0.639331477184815,2.21511450890386e-59,1.0821017949021e-57
RAB11FIP1,0.639129503012413,2.47299376098766e-59,1.2058572151463e-57
KRT80,0.639087386999569,2.53041318606332e-59,1.2315915628168e-57
ITGB1,0.638960386721902,2.71170008835816e-59,1.31740946050895e-57
RTKN,0.638778971064808,2.993248912921e-59,1.45153419861321e-57
SLC12A2,0.638713281266015,3.10220176944549e-59,1.50162416307137e-57
PALM,0.638627837939073,3.24983090885919e-59,1.57021884678322e-57
SCEL,0.638540251540682,3.40840559728791e-59,1.64384303406653e-57
SIPA1L1,0.638418003291012,3.64266054524398e-59,1.75363364107335e-57
DGKH,0.638328242102042,3.82477933258373e-59,1.83797276406007e-57
SMARCA4,0.63831988788941,3.84218255468895e-59,1.84299700625098e-57
CSRNP2,0.637864639830395,4.91954879963241e-59,2.35552258951353e-57
FSTL3,0.63732093706265,6.60531005588609e-59,3.15698116292675e-57
ERBB3,0.637182382834557,7.11971650438478e-59,3.39671942437609e-57
CTSH,0.637163747430644,7.19187269549441e-59,3.42498411347728e-57
PUM3,0.637099362110124,7.44680729577938e-59,3.54003602738071e-57
EHBP1L1,0.637071222650215,7.56102539835501e-59,3.58790267829633e-57
LIF,0.636813681368137,8.69062248760232e-59,4.11656164475248e-57
PLSCR1,0.636796816327595,8.7701850007745e-59,4.14684362443038e-57
BTG3,0.636604685313252,9.7292740951725e-59,4.59214812541896e-57
CDK7,0.636404570724367,1.08390433908356e-58,5.10686438695037e-57
MOB1A,0.636252848887373,1.17634364650704e-58,5.53256942681662e-57
CLDN4,0.636243903893495,1.1820316259829e-58,5.5494815771367e-57
DYNLT3,0.636120133040947,1.26359727133194e-58,5.92194014476168e-57
TP53BP2,0.636101529407599,1.27633115398693e-58,5.97106881669443e-57
ERO1A,0.636093531001241,1.28184503181022e-58,5.9863065693306e-57
NUP188,0.636008725096112,1.34178303263678e-58,6.25520856304451e-57
MAML2,0.635674327580452,1.60649509504001e-58,7.47612085807567e-57
PLEKHN1,0.635653642281627,1.62447631186803e-58,7.54656018364473e-57
CAST,0.635490101805211,1.77385621778913e-58,8.22610315263541e-57
TPM4,0.635448824385544,1.8136675168052e-58,8.3960461694197e-57
NRBP1,0.635381487001876,1.88052627559929e-58,8.69039024155868e-57
SLBP,0.635369903449972,1.8922717479747e-58,8.72946093683074e-57
PCDHGC3,0.635351547577118,1.91103358281238e-58,8.80070778084744e-57
AC026356.1,0.635166760550284,2.11050807519524e-58,9.70248478381786e-57
GLCE,0.63509916061944,2.18853565059486e-58,1.00437883508096e-56
LCA5,0.63507571180431,2.21626541860816e-58,1.01534812597582e-56
LMO7,0.63495490779563,2.36474958878307e-58,1.08150599296654e-56
HMGA1,0.634780186093143,2.59714590366094e-58,1.18574685439776e-56
KBTBD2,0.634720180092543,2.68208200712806e-58,1.22242108799105e-56
POGK,0.63470806708,2.69955922780649e-58,1.22827629634297e-56
EOGT,0.634704168430139,2.70520840598852e-58,1.22873900988444e-56
MCL1,0.63424078432688,3.46748722079206e-58,1.57228317980736e-56
TEC,0.63420037504684,3.54330101243293e-58,1.60391813405795e-56
L3MBTL3,0.634175528597321,3.59073154683146e-58,1.62261916543869e-56
ADCY7,0.633936232951139,4.0810670570161e-58,1.84106096521104e-56
MAPKAPK2,0.633928548134317,4.09787002681713e-58,1.84550255231496e-56
SLFN5,0.633917894132221,4.1212788758405e-58,1.85289904170415e-56
UPP1,0.633858013130506,4.25534096975836e-58,1.90993527180728e-56
KPNA2,0.633763531632666,4.4757268119932e-58,2.0053734136239e-56
BASP1,0.633760177259962,4.48375611341372e-58,2.0053734136239e-56
CLIP2,0.633757210358238,4.4908698534663e-58,2.0053734136239e-56
AC012668.3,0.633754150786955,4.49821752660114e-58,2.0053734136239e-56
HMGXB4,0.633462010797353,5.25769921123827e-58,2.34002901471991e-56
MEDAG,0.633445984349988,5.30286538876209e-58,2.3561776767555e-56
RAD51B,0.633183610272547,6.09953496154102e-58,2.70562315033173e-56
ALG1L6P,0.633172338192802,6.13630441162591e-58,2.71738916231701e-56
LINC01460,0.633163386121008,6.16566276997765e-58,2.72583951060712e-56
LYN,0.633160117253961,6.1764177655152e-58,2.72605087600759e-56
BCL10,0.633069377583784,6.48251490004362e-58,2.85639850894613e-56
CAD,0.633034607808607,6.60375738448825e-58,2.90499615888782e-56
RSPO4,0.632614752158446,8.25823045982677e-58,3.62678511883055e-56
FAM111A-DT,0.632555584751022,8.52232362360471e-58,3.7365810981775e-56
STK17A,0.632377972224768,9.36653007630212e-58,4.099943511617e-56
AC100861.1,0.632360204873925,9.45541813626477e-58,4.13203330284282e-56
IQGAP3,0.632237770258809,1.00911426425567e-57,4.40259292329704e-56
CCDC88C,0.632175142980136,1.04325548627472e-57,4.54407143332074e-56
HMGXB3,0.63212367498772,1.07217006845462e-57,4.66235790751265e-56
APLP2,0.632064075972815,1.10664824390095e-57,4.80441101762957e-56
VASP,0.631951704487219,1.17467786195327e-57,5.09142238009353e-56
ZSWIM4,0.631751216973463,1.30652613738352e-57,5.65365616969582e-56
TUBA1A,0.631704039969214,1.33962853541352e-57,5.78745708963828e-56
ERLIN1,0.631571696724914,1.43700074492901e-57,6.19802955446943e-56
FAM102B,0.631562224545436,1.44423357159805e-57,6.21911359094317e-56
ARL6IP5,0.631528773995412,1.47006642737045e-57,6.32009433588791e-56
CDKAL1,0.631482494436517,1.50656494730581e-57,6.46652779809608e-56
WDR1,0.631405128090449,1.56960045054185e-57,6.72620703571454e-56
C1orf216,0.631361055360194,1.60667327482097e-57,6.87397020772599e-56
ATP10A,0.631311203183991,1.64965659860949e-57,7.04650417628264e-56
CAPZA1,0.631103793609174,1.84109060565223e-57,7.85157064397604e-56
CDSN,0.631047146433212,1.89710574598174e-57,8.0774682211736e-56
LTBP3,0.63101685944992,1.9277458095251e-57,8.19477329222161e-56
LMNB2,0.631003255605064,1.94166770430585e-57,8.2407484039067e-56
ARL8B,0.630999994409379,1.94501995410051e-57,8.2417890259537e-56
GAP43,0.63094799975404,1.99924923889758e-57,8.45806783269493e-56
SGCE,0.630899267551706,2.05143794419924e-57,8.66503867959062e-56
DDX60,0.630887622923783,2.06410744169389e-57,8.70469220959813e-56
CTNNB1,0.630833114367337,2.12445429726542e-57,8.94496423639088e-56
FAM131A,0.630818453681202,2.14098211966847e-57,9.00026809925923e-56
AC005479.1,0.630672192623768,2.31302448981044e-57,9.70811512922652e-56
ARHGAP19,0.63059681744572,2.40697707508989e-57,1.00864887667985e-55
RRM1,0.630438602866498,2.61668972753984e-57,1.09479986928583e-55
SLC39A6,0.630333685542467,2.76566318203513e-57,1.15530679632542e-55
FIGNL1,0.630007487472524,3.28476963001414e-57,1.36999684285778e-55
EFR3A,0.629951380231191,3.38333937141596e-57,1.40889262427284e-55
PRRG1,0.629751422347204,3.75912077420909e-57,1.56292222032399e-55
B4GALNT3,0.629674458129043,3.91456094856878e-57,1.62500224916644e-55
GLMP,0.629608302445151,4.0532618474493e-57,1.679950371335e-55
MAST3,0.628822261108098,6.12625553253418e-57,2.53518025360377e-55
GYG1,0.628558942850807,7.03354805379539e-57,2.90610429400275e-55
ZNF100,0.628199186378265,8.49234367021002e-57,3.5033889299532e-55
UAP1,0.627922636984195,9.81467728628508e-57,4.04261070956518e-55
FAM43A,0.627616643651943,1.15170700531706e-56,4.73646201907602e-55
RAPGEF5,0.627458894957819,1.25061464213133e-56,5.13526377665259e-55
SPECC1,0.627276329199915,1.37565163763359e-56,5.63995909426098e-55
ARSJ,0.627218836220783,1.41754082212891e-56,5.80272960614067e-55
RBM17,0.626979839916752,1.6056819762153e-56,6.56276118660819e-55
ANXA5,0.626915766110772,1.66020570337235e-56,6.77517176733153e-55
ZNF267,0.626852126206409,1.71617949855873e-56,6.99283830703056e-55
GAB2,0.626615456576714,1.94128095892743e-56,7.89791698105967e-55
MXRA8,0.626291293725646,2.29787746106505e-56,9.33437940768934e-55
MPRIP,0.626252438908487,2.34476636112022e-56,9.51028631423166e-55
LINC00607,0.626070997319806,2.57661393792659e-56,1.04346963843421e-54
AC254633.1,0.625690316524439,3.13962526809754e-56,1.26953810764566e-54
KIDINS220,0.625639240942728,3.22392028503409e-56,1.30163941371103e-54
SNAPC2,0.625589018529182,3.30899784673884e-56,1.333958615237e-54
TNFRSF12A,0.625568799115936,3.34387596089707e-56,1.34597350134683e-54
PLRG1,0.624790878733624,5.00257840215359e-56,2.010581737811e-54
AC019117.1,0.624695863110114,5.25445580991434e-56,2.10861868099527e-54
ZNF431,0.624654374396781,5.368350792221e-56,2.15107059085278e-54
STK17B,0.624482649145722,5.86642922695562e-56,2.34710258935482e-54
NHSL2,0.623773898129888,8.45579533325753e-56,3.37798835858417e-54
SRGAP2B,0.623743967777152,8.58718336617155e-56,3.42531768377544e-54
GNPNAT1,0.623464736771769,9.91488433519136e-56,3.94898231043973e-54
AL590428.1,0.623447586416619,1.00027741513562e-55,3.97801479968328e-54
TMEM87B,0.623262667881695,1.10009819040574e-55,4.36421356496366e-54
BZW1,0.62326164293448,1.10067815537989e-55,4.36421356496366e-54
