gene,logFC,AveExpr,t,P.Value,adj.P.Val,B
ZNF652,-0.0534722329792698,3.20340853105706,-0.744949908008592,0.456981815392982,0.509709008288379,-7.26681518752971
AL033528.1,0.0286645514396246,0.170588146194483,0.744868704092117,0.45703082309054,0.50974223661017,-7.26687561486522
RPS26,-0.086514498352126,7.60053638491905,-0.744650862940309,0.457162307935453,0.509867447876549,-7.26703768746064
ATP6V0E1,-0.0503425616714601,8.69656101464499,-0.744555685707144,0.457219761840716,0.509910086297533,-7.26710848397178
FAM50A,-0.0422219963051926,6.76602337233855,-0.744480188296991,0.45726533888681,0.509939476133504,-7.26716463546026
MRPS2,0.043813225547094,4.65766410320921,0.743893535775668,0.457619582697084,0.510291965673352,-7.26760076733261
SRA1,-0.0424834343779548,5.48639623659206,-0.743893022147109,0.457619892914035,0.510291965673352,-7.26760114902668
RNU6-194P,-0.0293827065698427,0.129132224685091,-0.743808225342458,0.457671109385362,0.510323078568008,-7.26766416069085
MSX1,-0.0625007241216089,2.19857845746818,-0.743710836120514,0.457729935550689,0.510323078568008,-7.26773652083106
IL17RC,-0.051035571784781,4.76666090762756,-0.743693945220592,0.457740138621951,0.510323078568008,-7.26774906980075
ECEL1,0.0948893638934569,1.48132845316336,0.743689892374742,0.457742586792138,0.510323078568008,-7.26775208079051
RNU6ATAC,-0.0432837237237134,0.376329902689824,-0.743687573818687,0.457743987347079,0.510323078568008,-7.2677538033131
AC127024.2,0.0231190053283941,0.29146077494999,0.743577961997142,0.457810202601352,0.510375449029312,-7.26783523101756
DIPK2B,0.0715010530535203,3.74432128216028,0.742838817598335,0.458256852454877,0.510851912932047,-7.26838400970566
IFITM3P1,-0.030075098960652,0.346886586321581,-0.742473509912913,0.458477691166185,0.511076619426552,-7.26865503219383
AC012464.1,-0.0401337048456472,0.661145908030325,-0.741774162560541,0.458900633596827,0.511526587670271,-7.26917350905552
RNA5SP530,0.0623100699650293,0.606620990197697,0.741394114745075,0.459130566302462,0.511751253566109,-7.26945506201002
AC004241.5,-0.0505512615561192,1.09309162782079,-0.741352820198946,0.459155553823126,0.511751253566109,-7.2694856458266
AC116533.1,0.0804123460646702,5.58824001258044,0.741345368204829,0.45916006314082,0.511751253566109,-7.2694911647869
MIR1286,0.0326606927740882,0.135620379845831,0.741109706811563,0.45930267839255,0.511888695728784,-7.26966566754499
AL021707.7,0.0577040645178573,1.14360546594439,0.740907980450125,0.459424776996905,0.511977786197517,-7.26981499817688
GTF2IP20,-0.0617821681916912,2.70173909887404,-0.740893109972174,0.459433778351758,0.511977786197517,-7.26982600464476
MIR1972-2,0.0301747446048725,0.128845376414758,0.740881973374455,0.459440519590051,0.511977786197517,-7.26983424731612
EBAG9,0.0593502267311568,5.20015387623407,0.740775591854854,0.459504917574571,0.512028037957701,-7.26991297860187
MIR4692,0.0337440224343742,0.142876744906845,0.740742448084585,0.459524982173327,0.51202888671468,-7.2699375054838
IGHV3-41,-0.0886353000157537,0.481732460297929,-0.740346025371334,0.459765007078044,0.512274817396236,-7.27023077947862
XXYLT1-AS2,0.0307398579405897,0.203484039102385,0.74015351472563,0.459881593340469,0.512383196612452,-7.27037314269363
RNA5SP46,0.021862070169773,0.0876463333788823,0.740054684005301,0.459941452621829,0.512428366258416,-7.27044621450782
AC027373.1,0.0330568927999987,0.605659192267173,0.740016146044966,0.459964795283627,0.512432850050126,-7.27047470543091
AC011375.1,0.0410788149932167,0.373352574764505,0.739748249917563,0.460127079921854,0.512592118012982,-7.27067271887964
AC105020.6,0.0282821050534791,0.800863140099903,0.739638650280147,0.46019348187324,0.512644561572718,-7.27075370806607
DNAJC30,-0.0433003623693446,5.05750322910133,-0.739266238974964,0.460419150988031,0.512864222798083,-7.27102881393341
IGKV3D-20,0.217842264204532,2.00774607780121,0.739230375625421,0.460440886295201,0.512864222798083,-7.27105529944986
IGHV4-61,0.199854481183776,1.46575120764109,0.739217529879717,0.460448671715914,0.512864222798083,-7.27106478587686
AC093536.1,0.0357908831354651,0.78307577340953,0.738793190239924,0.460705892855483,0.513129178446613,-7.27137806326954
AL355802.2,0.0388868141960438,0.296155273946872,0.738377357787814,0.460958035589617,0.513388455810983,-7.27168488628633
GAPDHP60,-0.0250709617752504,0.410966068695572,-0.738276873650852,0.461018976442221,0.513434770724089,-7.27175900295338
RNU6-136P,0.0261705677599463,0.11230185412359,0.738069835462364,0.461144553661954,0.513553063958898,-7.2719116817623
AC090589.1,0.083410166803022,1.49754791416998,0.737734934688909,0.461347725523844,0.513757756811314,-7.272158561632
LINC02198,0.0679369789672235,1.7845488902387,0.7367023743962,0.461974458031023,0.514434090664998,-7.27291903507779
AL139246.1,0.0535419876646517,0.480880756238906,0.736538500730041,0.462073968270628,0.514523301248706,-7.2730396293667
AL109741.2,0.0483120561578901,0.724204038695346,0.736323689367817,0.462204428015074,0.514646965433734,-7.27319766813826
POLR1C,-0.0448143441708013,3.83228239260035,-0.736214706659145,0.462270623556346,0.514699066506701,-7.2732778302059
H2BC4,-0.114113412052147,3.0466141919192,-0.735621923052,0.462630770465935,0.51507843934436,-7.27371364437871
LHPP,-0.0648385673783576,5.82258782529658,-0.735174359186274,0.462902793081442,0.515359669658287,-7.27404246147481
AC010247.2,-0.0294856374128,0.281551162915288,-0.73511304042032,0.462940068694719,0.515379538431028,-7.27408749574441
ABCA17P,0.0315370239737144,0.748162765648012,0.734607463767436,0.463247472358659,0.51570011968213,-7.27445866325051
AC002525.1,-0.0275148078962338,0.431055517970166,-0.733765402406368,0.463759721332234,0.516248704018584,-7.27507629547553
COPZ1,-0.0482917680532626,7.41593029043071,-0.733062129567484,0.46418778452078,0.5166846686505,-7.2755915889822
AC107398.2,-0.0375170526808198,0.624141868598812,-0.733057970619372,0.464190316618038,0.5166846686505,-7.27559463481246
IZUMO1,-0.0177918668034274,0.294840715391652,-0.733010598831927,0.464219158584676,0.516695090660336,-7.27562932660714
RNU2-17P,0.0460348009349608,0.627485502450227,0.732853572416191,0.464314770145325,0.516779825992317,-7.27574430584158
ABLIM2,0.0655606319546438,3.47433958717937,0.732765976073765,0.464368111330586,0.516817509488761,-7.27580843573074
AC139495.2,-0.0246542962126121,0.275751571852399,-0.732567238354437,0.464489144005439,0.516930523762882,-7.27595390468526
POLRMTP1,0.0463217981878195,0.859938339294431,0.732374423654502,0.464606586392234,0.517039533086105,-7.27609500064488
AL138824.1,0.0159956630475966,0.290604927673487,0.731859653578604,0.46492021143857,0.517355230027253,-7.27647151261206
RNU6-1035P,-0.0700675459762215,0.887173417095732,-0.731844778413854,0.464929275932656,0.517355230027253,-7.27648238865239
AOC2,-0.0389911451173349,0.841986568615287,-0.731808075962317,0.464951641765291,0.517358414760104,-7.27650922286512
MIR6509,0.0318283597075613,0.129186692130885,0.731553440394045,0.465106828801848,0.517509385100579,-7.27669535731365
FAM151B,0.0283694767572884,1.03983115935994,0.731510604174636,0.465132938079168,0.517516728135901,-7.27672666355289
TOMM40,0.0387479165665043,5.351847610916,0.730685176270088,0.465636208017284,0.518054947314255,-7.27732955923385
MIR1255A,0.0220263224083328,0.0870044152599724,0.730592939812211,0.465692464213904,0.518095806137568,-7.27739688698827
RNU7-59P,0.0441930963959081,0.254668643956208,0.729563032002718,0.466320876086739,0.518773173925383,-7.27814809051242
FHL5,-0.0911769467808541,2.18112434327514,-0.729493354432699,0.466363407871562,0.518796189762242,-7.27819887445855
RNU6-1051P,-0.0253157469779544,0.103159276729951,-0.729465057988113,0.466380680881792,0.518796189762242,-7.2782194967194
B4GALT1-AS1,-0.0218265714240876,0.659526248588176,-0.729235786795722,0.466520648160624,0.518930125932348,-7.27838655866472
MIR596,0.0371673764779924,0.16747911588747,0.728832726262569,0.466766768559564,0.519182124405023,-7.27868012807149
H2AZP3,0.0320694116793145,0.499095242138233,0.72877570887236,0.466801590873492,0.519199085895017,-7.27872164367573
AC106782.4,0.0510100853830399,1.01162114031563,0.72860490264695,0.466905916284491,0.51929334739465,-7.27884599205194
FAM86C1P,0.0392907185686031,2.74237360260898,0.728395748487747,0.467033681648871,0.519413669842688,-7.27899821851409
AC055839.1,-0.0303872434219146,0.355087838916952,-0.72773514093235,0.4674373530335,0.519840819493821,-7.27947873569879
RNU7-113P,0.034652883522713,0.156902871766602,0.727665522815971,0.467479905263864,0.519860127886369,-7.27952934970432
GAPDHP22,-0.0251088829273135,0.256405807887856,-0.727642608869157,0.467493911279554,0.519860127886369,-7.27954600762697
AC138150.1,-0.0451535742170266,0.837193752322877,-0.727566067803856,0.467540698253063,0.519877392850821,-7.27960164746849
RNA5SP245,0.0265871994292743,0.142794650995004,0.727553084623878,0.467548634692347,0.519877392850821,-7.279611084727
BUD31P2,-0.0261461488691104,0.222530203563033,-0.727123192856683,0.467811464025368,0.520147834796366,-7.27992347121821
EDRF1-DT,-0.0239625814234996,0.41995685371982,-0.726928040259567,0.467930804543688,0.520258719143511,-7.28006522073026
AC016396.1,-0.0240082187005012,0.218919847717717,-0.726170584027468,0.468394167956349,0.520752072560045,-7.28061504174113
AC005225.1,-0.0230028565403684,0.346664578786981,-0.726057637786836,0.468463283147381,0.520807085027973,-7.28069697805417
FTLP3,0.0662049381817909,3.00391309033409,0.725907855750759,0.468554948024361,0.520887161112032,-7.28080561714253
AC093567.1,0.0282776295823545,0.457745861687836,0.725673198465685,0.468698575649508,0.521024994454734,-7.28097577260332
RPL21P18,-0.0243421475727539,0.273311458544762,-0.725533134634654,0.468784316758665,0.521098469862983,-7.28107731003735
MIR1244-3,0.0824080061594907,4.32491077260468,0.724286523480154,0.469547823502047,0.521922103786111,-7.28198016441542
TRPC4,0.0400857764189785,0.790967551021671,0.724259118129461,0.469564616107047,0.521922103786111,-7.28199999528795
KDM4D,0.0349776194946971,1.319925099489,0.722943620018059,0.47037107905329,0.522796582710449,-7.28295102814399
RPL19P5,-0.0372501960546648,0.749670136903193,-0.72236886118467,0.470723674925116,0.523166556377577,-7.28336600667928
SSBP3-AS1,-0.0247794178596021,0.422828129280026,-0.722048301663484,0.470920391504543,0.523363260643938,-7.28359730934561
SLC29A2,-0.0560387744053927,3.75168376947713,-0.722006644216404,0.470945958626245,0.523369747309053,-7.28362736015197
AC084198.2,-0.0581312982355544,2.42329350838182,-0.721915103850179,0.471002143932748,0.52341025848178,-7.28369338938087
CNEP1R1P1,-0.0286607871681597,0.304211914371107,-0.721678214211928,0.471147558445176,0.523549919790404,-7.2838642221776
DDX11L2,0.0720492920224221,1.07745516060368,0.721384217616023,0.471328062655616,0.523728560238056,-7.28407615996318
AC006058.4,-0.115707360576987,2.70819808723786,-0.720273855880847,0.472010134067229,0.524464491947694,-7.28487582744371
ADGRF3,0.0287983810793268,0.710932765761289,0.7197880061261,0.472308753133064,0.524774314551715,-7.28522534400528
MYL6P5,-0.0236819794018725,0.28864796104303,-0.71972483743453,0.472347586353902,0.524795479607271,-7.28527076981901
MIR1296,0.0291557559756524,0.156114568440867,0.719610767325934,0.472417715917669,0.524851412817561,-7.28535278975561
XBP1,0.0713085293957549,7.56059302435365,0.719372555570418,0.472564185559777,0.52495895562379,-7.28552402962351
ZNF490,0.0383037972900213,2.01072255991978,0.719366581636029,0.472567859085611,0.52495895562379,-7.28552832329422
H3C1,-0.0393926950461135,0.673927023296667,-0.719355978895688,0.472574379022168,0.52495895562379,-7.28553594375847
BNIP3P27,0.0306522567592623,0.415296529745282,0.719324597910144,0.472593676404136,0.52495895562379,-7.28555849743052
SNORD1B,0.0585226439779842,0.603724774781081,0.718759007782761,0.472941554460904,0.525323381501191,-7.28596482190464
IGKV6D-21,0.129320962960182,0.77223689551789,0.71823550552711,0.473263671780067,0.525659164125201,-7.28634062643907
AC006557.6,-0.0605885686165984,0.74936213601508,-0.718071799408741,0.473364427062685,0.525749059676958,-7.2864580895403
AC008147.3,-0.0277501042951906,0.225481733570502,-0.7176846007989,0.473602781235035,0.525991767502953,-7.28673580777811
NAV2-IT1,-0.033147826638327,0.381141761955879,-0.717374244345285,0.473793880346104,0.526181974882175,-7.28695830325499
AP003774.2,-0.0362299490828496,0.482516177964103,-0.7166861341036,0.474217729884126,0.526630641501563,-7.28745126970607
PPP1R35,-0.0563939329938847,4.26722123095158,-0.71652499848001,0.474317013525905,0.526718847104624,-7.2875666401785
AC100757.2,-0.0328858489294198,0.177823196630244,-0.716085142591709,0.474588088996302,0.526997808469353,-7.28788143827117
ENOSF1,0.064424832705424,3.76293539995968,0.715982058134364,0.474651630515635,0.5270463037824,-7.28795518638293
DUBR,0.0295547423779661,1.16281206931293,0.715876964913505,0.474716415078922,0.527096175235809,-7.28803036070712
MIR3177,0.0304470988012052,0.141673909861232,0.715551850030921,0.474916862595608,0.527296668084681,-7.28826284932488
RPL18AP3,-0.0735879040293881,5.22500100761976,-0.714743076453638,0.47541570948311,0.527828440890213,-7.28884074442497
PCLAF,0.0520947606249411,1.50327617371049,0.714689550153717,0.475448734394679,0.527829352241619,-7.28887896774571
DCAF17,0.0632588185148664,3.31205481537952,0.714677243697406,0.475456327469699,0.527829352241619,-7.28888775542673
MIR4802,-0.0304260238581253,0.132298517007272,-0.713998890632686,0.475874974317857,0.528272005388386,-7.28937191441106
AC016575.1,0.0425634467385949,0.474138402118841,0.713760217355854,0.47602232030217,0.528413461179083,-7.2895421530958
AP005242.4,0.0471414951803164,0.451484779530874,0.713594700555047,0.476124517587308,0.528504789451435,-7.2896601781114
RPL17P22,-0.0383705691885891,0.665552092700173,-0.713499913862844,0.476183048467702,0.528547641796563,-7.2897277553523
RNA5SP429,0.0301305533661987,0.146850982868204,0.713264987527868,0.476328132818412,0.52868655806273,-7.28989520523165
AC092306.1,-0.0495152884298476,0.494297821512687,-0.71316194815413,0.476391774921887,0.528735072032551,-7.28996863190746
AC095057.3,-0.0773482008978186,2.7277157926998,-0.712877771670116,0.476567320351162,0.528907775391613,-7.29017108357151
FLYWCH1,0.0456925142665954,4.08921360188377,0.712536408735122,0.47677823889724,0.529119720734172,-7.29041416948008
RPL12P42,0.0340433729827698,0.645687828123954,0.71212455590734,0.477032779587791,0.529380057371281,-7.29070729715865
FAM228A,-0.0287811437750922,0.328775706412499,-0.712009868035163,0.477103674366077,0.529436582422798,-7.29078889381532
RNU6-7,0.0381159484480402,0.286825633964913,0.711888779267538,0.477178532179246,0.529497500296451,-7.29087503029233
SPDYE19P,-0.0204885745045049,0.229286119663288,-0.711570413707201,0.47737537855139,0.529693771080656,-7.29110142996757
OR7E38P,0.0270882149860067,0.440117559578708,0.711517905725884,0.477407848685153,0.529707641871518,-7.29113876033964
AC114781.3,0.0502958499624275,0.569602808209138,0.71126971302349,0.47756134371169,0.52985578899516,-7.29131517496596
RNA5SP154,-0.0396234452423292,0.255192334050836,-0.711034082062486,0.477707095041283,0.529995332429841,-7.29148260401424
HSPBAP1,0.0368823205271829,2.92006059178283,0.710767583371342,0.477871969327052,0.530156079396461,-7.29167189973098
EMD,0.0420179368429858,7.10709029821206,0.710190796524328,0.478228916200287,0.530529891310645,-7.29208135305972
HIGD1C,-0.0243322933090165,0.266827614783686,-0.709972000413839,0.478364357395167,0.530657951834401,-7.29223658689368
SCN3A,-0.0315961272659813,0.352104294646912,-0.708851824176896,0.479058109450596,0.531405319754381,-7.29303059527626
AL590617.2,0.0392962703505462,1.23812058575931,0.708334885538052,0.47937844819145,0.531727217708473,-7.29339659291733
AL354928.1,-0.0484786806268192,1.15311052126973,-0.708318846543847,0.479388389184126,0.531727217708473,-7.293407944429
BAK1P2,0.0247960745565061,0.274483687721907,0.708242463789398,0.479435732882541,0.53175095715945,-7.29346200039844
AC023908.3,-0.0425571676917819,0.788851418549359,-0.70821963246921,0.479449884731304,0.53175095715945,-7.29347815696483
FDCSP,0.177522874527356,1.00284190775111,0.707939437403778,0.479623580533858,0.531921360366298,-7.29367639453724
RBM22P2,0.034766306803847,0.686314565722144,0.706658430247757,0.480418129673286,0.532780271236824,-7.29458170985871
AL590787.1,-0.0255655616078525,0.3904974647378,-0.706613964889519,0.480445722417317,0.532788596690708,-7.2946131051539
HSD3BP5,0.0425617929160753,0.849407513798378,0.705977145442432,0.480840992666262,0.533204639081362,-7.29506252319028
LINC02371,-0.0197297902918973,0.30968775249282,-0.70581181418388,0.480943641971736,0.533296172851027,-7.29517913523802
AL359880.1,0.0326410756383838,0.342771374519241,0.704946748830506,0.481480931217162,0.533869630960433,-7.2957888426994
RORA-AS1,-0.0194285109498304,0.395814266788358,-0.704592363055248,0.481701133889059,0.534091467879167,-7.29603840257552
LRRC37A7P,-0.0601530704703003,0.722225039940188,-0.704199844302517,0.481945095341959,0.534339627964087,-7.29631466994251
RBM34,-0.0245097219343109,0.892561947160798,-0.703913811569423,0.482122915300648,0.534514438320864,-7.29651589241961
TMEM31,0.0228244230595559,0.281033807368066,0.703512831753956,0.482372255609532,0.534768523103542,-7.29679784244724
LINC02065,-0.032995644656476,0.308757214966372,-0.703408238038103,0.482437306458512,0.53481828782675,-7.29687136148062
APOA2,-0.0710281677369694,0.381010970287697,-0.702954562114087,0.482719520446434,0.535108780114593,-7.29719012471764
ZNF209P,-0.067980208105411,1.00510860951705,-0.700554496377615,0.48421400713696,0.536743031897827,-7.29887305787223
IGHV3-66,0.176261157679824,1.54008055800182,0.700504900776475,0.484244916198902,0.536754863862441,-7.29890777398728
AC079807.1,-0.0557977391397528,2.00498189894795,-0.700416711138952,0.484299880565015,0.536790491560593,-7.29896949925306
KDR,-0.104273668280798,5.52515795474804,-0.700388391958413,0.484317531271947,0.536790491560593,-7.29898931863519
AC005034.2,-0.030142602372543,0.468123803721234,-0.69966337343254,0.484769538408885,0.537252804800521,-7.29949645622467
POU2F2,0.0652135650875387,1.10977438902004,0.69965435941297,0.484775159575528,0.537252804800521,-7.29950275807823
SNRPGP4,0.0492708238884957,0.719768465341514,0.698743484279888,0.48534336685188,0.53786004967885,-7.30013914925614
AL512506.1,0.0373873871958023,0.581924754775986,0.698683878627858,0.485380561716639,0.537878797681228,-7.30018076449494
RNU4-47P,-0.0672988657896956,2.66013803686957,-0.698534760511635,0.485473620565973,0.537959447703776,-7.30028485970132
ZNF414,0.0449761671936795,4.23286187012894,0.698208365122194,0.485677345202228,0.538162716021317,-7.30051262998901
MIR7974,0.0357671353063177,0.182241542064448,0.697919013371296,0.485857987393679,0.538340391545727,-7.30071446123304
LEF1-AS1,-0.0340781733427694,0.455816539683331,-0.697272980403092,0.486261437449102,0.538764917496131,-7.30116478720781
SH3RF3,0.0668926524095395,2.22325661484302,0.696930106132996,0.486475637733409,0.538979732959503,-7.30140362356685
DPF3,-0.0284403849607933,0.656596362844414,-0.696698498092986,0.486620356847666,0.539117553595672,-7.30156488884326
AC002064.2,-0.0738832418386211,1.29449541829474,-0.695485553589452,0.487378641179367,0.53993509171082,-7.30240857216959
RN7SL587P,-0.0249464663035278,0.20599224886197,-0.695388028977592,0.487439637520101,0.539980113796542,-7.30247634339072
AL139424.3,0.0249849032981719,0.571521863259707,0.694708554973569,0.487864726583167,0.540428453075465,-7.30294825662402
CTSLP2,-0.0625213931732025,1.1049581760893,-0.694578544750022,0.487946085840935,0.540496006723876,-7.30303849988755
NAGS,-0.0789281759095424,4.21946726309477,-0.694409766837433,0.488051716560655,0.540590439013192,-7.30315562764743
AC019103.1,0.0447006214098463,0.426913408258202,0.694078151032324,0.488259296532699,0.540797782781175,-7.30338567834165
TRIM41,0.0453411916447064,3.65087147955433,0.693786420080852,0.488441949560502,0.540977501212605,-7.30358796933664
IGKV5-2,0.121550437233933,0.938719768662422,0.693097198472859,0.488873619005402,0.541432993099966,-7.30406555029758
RPL34P33,0.0338424449843834,0.572355228970381,0.692826206573112,0.489043401756541,0.541598416624666,-7.30425319865408
RPS27AP19,0.0258576478872448,0.24492748894006,0.692630767343456,0.489165868823094,0.541711428063349,-7.30438848518407
AL031768.1,0.0403574303171697,0.966528545613619,0.692466145380702,0.489269037916162,0.54180306002188,-7.30450240994619
PDCD6IPP1,0.0284575892463095,0.331249488727964,0.691374378565889,0.489953549739169,0.542515189125509,-7.30525727200259
RNU6-1010P,-0.060946732875424,0.560911967107516,-0.691356364723473,0.489964848334339,0.542515189125509,-7.30526971706097
TMEM50B,0.0751246714815288,6.36757138407048,0.69134261172545,0.489973474548738,0.542515189125509,-7.3052792182513
AC017071.1,0.0206484421712214,0.495871590466756,0.690970197912156,0.490207092779076,0.542751203900901,-7.305536426896
AC106800.3,0.0249037010618275,0.14425693649605,0.690501962515349,0.490500906162092,0.54305384351833,-7.30585961904877
AC098484.4,0.0393970432357402,0.90527165168823,0.690011020792164,0.490809069794661,0.543372344965492,-7.30619824948116
AC104667.1,0.0237096945960952,0.412901922880711,0.689922108740687,0.490864890991821,0.543411464398358,-7.30625955151668
IGHV3OR16-6,-0.0646315087374167,0.370453790363824,-0.689563359265752,0.4910901576853,0.543630272776524,-7.30650681794109
SNORA70F,0.0545805413972737,0.798162369603277,0.689542066537316,0.491103529614108,0.543630272776524,-7.30652148982798
AC010654.1,0.0444815993560019,2.0109475073652,0.689505301783296,0.491126618507359,0.543633144822493,-7.30654682174773
AC022387.2,0.0248087130932738,0.693638723099213,0.689429415484645,0.491174278253255,0.543663213225364,-7.3065991052249
RPL21P23,0.0398168393334067,0.495189311385311,0.689306220954096,0.491251654853307,0.54372617026783,-7.30668397050447
BORCS7,-0.0569722894308073,6.05277858389281,-0.688995306765977,0.491446964575213,0.543919647111533,-7.30689808343819
AC092849.2,0.0213388570876708,0.254013840100981,0.688450499054676,0.491789302364962,0.544275827542264,-7.30727303648458
AC007216.2,-0.0282031630456603,0.438591046837328,-0.688409455541192,0.491815097862373,0.544281667399445,-7.30730127189474
DEFB124,-0.0260063826182324,0.232858441350695,-0.688250224564178,0.491915180083127,0.544369714930539,-7.30741079712794
TRAJ17,0.0349311494189694,0.135175432605048,0.68680064777711,0.49282679494549,0.545355786689086,-7.30840671125809
SNORD116,-0.0335813012443537,0.175579425248612,-0.686389812593602,0.493085327922986,0.545597889784852,-7.30868859009401
RNU7-151P,-0.0639607037515078,0.516813170660872,-0.686387608117993,0.493086715366518,0.545597889784852,-7.30869010215729
AC069185.1,-0.035907681346366,0.854312169595586,-0.686215898671471,0.493194791594692,0.545694712682106,-7.30880786384894
FCF1P5,0.0235516521111943,0.226843922187545,0.686025745804947,0.493314491249839,0.545804387691063,-7.3089382401437
TRBJ2-4,0.0593093981500239,0.385869001572272,0.685769732705309,0.49347567409205,0.545959948738977,-7.30911371594514
AC096642.1,0.0282266746885621,0.570157613230337,0.68563619516406,0.493559759014653,0.546030202595099,-7.30920521898641
AC005520.3,0.0197614059740854,0.196441363657478,0.685526833234366,0.493628626964819,0.546083616601418,-7.30928014311001
ZFY-AS1,-0.0892296897484478,0.582902815253538,-0.685417922067169,0.493697216200468,0.546136717833672,-7.30935474658068
MRPS28,0.0472330065495354,2.77654347422813,0.684507292990329,0.494270905922201,0.546748542555976,-7.30997805962802
AC244034.2,0.0478800053536332,1.19463111010858,0.684455370667078,0.494303627413788,0.54676193739953,-7.31001357486192
PYY2,0.0561122007091393,1.69887561422202,0.684173585290128,0.494481229115762,0.54693558016532,-7.31020627122607
ZNF30,-0.0425313595936863,2.3962951104738,-0.684093903162074,0.494531456829794,0.546968328560527,-7.31026074678491
PREB,0.0397159505692928,5.51856482202049,0.683931202697473,0.494634023760753,0.547058960735395,-7.3103719591055
AC008895.1,0.0166704458402031,0.387859951406091,0.682798603464406,0.495348335056024,0.547826138657331,-7.31114540594058
SPATA20P1,0.0851903317162839,1.71009356458442,0.682708785685148,0.495405005324358,0.547865970617606,-7.31120668743063
FAM215A,0.0409883541578058,0.450048306313464,0.682571294343019,0.49549176183469,0.547939070097428,-7.31130048040662
AL031963.2,-0.0179440240388509,0.291267487557675,-0.681463499747573,0.496191073616371,0.548689528878934,-7.31205550193714
AL355102.1,-0.0340131946814536,0.257432660852932,-0.681034323629923,0.496462139666016,0.548966389461034,-7.31234768011739
DYNLL1P1,0.0330544945296064,0.577553489761217,0.680515437288684,0.496789972394923,0.549305994487192,-7.31270068707372
AC008655.2,-0.0438510837769325,0.724713983306062,-0.680477887618497,0.496813700803447,0.54930933381319,-7.31272622233281
IGHV3-6,-0.0778738804541132,0.497278984373041,-0.680263230194976,0.496949358905984,0.549436424405641,-7.31287217090709
MPHOSPH9,0.0480630446003796,1.86738953698915,0.680122249390873,0.497038466035642,0.549512038930582,-7.31296800075879
AC133041.1,0.0646631507045203,1.0006786878834,0.679818379550977,0.497230556540897,0.549701497991325,-7.31317448499513
LRRC36,-0.0215771314408654,0.28986648093473,-0.679287762699022,0.497566079909166,0.550049503466161,-7.31353482686533
AC078864.1,0.108864472457639,2.46529428815406,0.679092111067144,0.497689826310124,0.550141886994216,-7.31366762313046
EDNRB,-0.110502871442367,4.68525524927344,-0.679090053091754,0.497691128032881,0.550141886994216,-7.31366901975467
MIR1972-1,0.052719394771735,0.500853762420329,0.67905633767068,0.49771245416987,0.550142535182514,-7.31369189978458
AC008267.3,0.057517148031788,2.26186703897844,0.678838051635173,0.497850539261844,0.550272236529009,-7.31384000612534
METTL26,-0.0489421724052281,6.02788979470275,-0.678045902213374,0.49835181555996,0.550803344147646,-7.31437707833312
OXSM,-0.0389614197222827,3.86343155563595,-0.677894790514429,0.498447470490492,0.550886113171568,-7.31447946012513
TMEM132A,-0.0826375716943089,2.65288994550658,-0.677721953699752,0.498556889634212,0.550984086927636,-7.31459653332622
MIF-AS1,0.0423120463073285,0.824389274381409,0.677408579977249,0.498755312324481,0.551180411395208,-7.3148087251175
LINC01486,-0.0266593725882039,0.199663680634707,-0.676820448497767,0.499127820710473,0.55156909565764,-7.31520669705308
MIR6821,0.0275055460556794,0.129071779564332,0.676668815492258,0.499223885523989,0.551652271918739,-7.31530924696871
AC099343.3,-0.0319065012391354,0.702528257798585,-0.676296084655511,0.499460065529308,0.551890264860053,-7.31556122878531
IGKV2-18,-0.0457101365817655,0.234119080452818,-0.6762012110161,0.49952019151204,0.551933711002973,-7.31562534529152
AC090907.1,-0.0412972196131127,1.0844356156445,-0.676088457013816,0.499591654166598,0.551989679207896,-7.31570153386044
AC009087.1,-0.0343308419770114,0.476784012318106,-0.676025039055546,0.499631850399408,0.552003038693823,-7.31574438019996
CACNA2D2,-0.0996984534199079,2.66299096096289,-0.676003717141352,0.499645365265728,0.552003038693823,-7.31575878477792
AL132712.2,0.0426538491432589,1.102217401484,0.675552064169762,0.499931690745637,0.552296365362491,-7.31606380441807
OR7E47P,-0.050204419382068,0.635335945672603,-0.675361406801143,0.500052584301787,0.55240691534188,-7.31619250212776
IFT88,0.0509510730686622,3.85695183156695,0.675114448476962,0.500209200810647,0.552556917532305,-7.31635915034951
AP003354.1,-0.0228615963870962,0.266897942103675,-0.675038975308,0.500257069752391,0.552586784053132,-7.31641006775492
TLL2,-0.0659404568675162,0.704489685475606,-0.674840325314021,0.500383075414766,0.552702954755448,-7.31654405836509
Z98200.1,-0.0311631200398654,0.518789693399731,-0.674364208527666,0.500685149922233,0.553013586227396,-7.31686504202543
AC009362.1,-0.0250628207463437,0.281246316759693,-0.674122795611115,0.500838352612182,0.553159767722477,-7.31702770912594
GAS6-AS1,-0.0585515632574492,1.01877463405667,-0.674085690449791,0.500861902078662,0.553162745213531,-7.31705270591099
LINC00623,0.0531569731946457,3.5684892908441,0.67394016391732,0.50095426884036,0.553241722605412,-7.3171507301288
ZNF691,-0.0457131680642959,4.64102955520131,-0.673788413607966,0.501050595548367,0.553325066507743,-7.31725292411589
AP001160.4,-0.0478920330684369,1.2476628590085,-0.673710750528727,0.501099897643687,0.553347204036462,-7.31730521628924
RNU6-181P,-0.0561381233327071,0.749644659358379,-0.673691115463887,0.501112362789862,0.553347204036462,-7.31731843603727
